"PINBALL","BILLIARD","GOLF","X.1500M","X.2KROW","X.12MINTR","BENCH","CURL","MAXPUSHU"
-1.1225054896244,0.00931613199273485,-1.52679351951491,-0.948317627070823,-0.164770147287964,-0.052039221569273,1.35930563252517,-0.837663315440126,-0.0478327054315907
0.328600065861911,-0.745125994887873,-0.848887018837423,0.684906809330488,0.145562275670579,0.134815526373876,-0.490601768301631,0.221482323014429,0.381209769792613
0.544210946595539,0.823572687910024,0.551943596169436,-0.684202438993446,-0.515249301673271,-0.240145984114871,-0.8188844754227,-0.62012251443723,-1.13213980627135
1.72823470651318,-0.142108710478789,0.953760875027638,0.931270003414012,-1.02752357634217,-0.897911357498857,-0.973227127771834,-1.12976702513453,-0.330350373097749
0.865081328187675,0.363277424384647,-0.566988605730884,0.975730820611645,1.22001803815389,0.249520873870904,1.22931064973597,-0.034629105249403,0.40703587897983
0.844109350733425,0.438721999711324,0.0597516822571254,-0.682807709680841,0.633651824236498,0.30713267164797,0.107321067995885,-0.818780256788142,-0.154812276181019
-1.48508328474166,-0.924298542026774,-0.862655116745262,2.21093385220937,0.109827438308845,0.770633002429152,-1.65009624398898,-0.508931649407611,0.137494856123558
-1.67754777631901,0.791782546630493,-0.0398746627645684,0.371741760925062,0.244637618142661,0.952222052568409,0.298562268810954,0.495823825592034,0.824374951382462
0.577672654308134,0.0646779952670833,-0.782903053998577,-0.933327780396789,-0.50816647877793,-1.76784885405624,-0.441503650754153,0.757203694007976,-0.463216358808972
0.858607321293807,-0.563132937484225,0.210392665311487,-0.657559745819946,-0.061496962418991,-0.50505426049591,1.21811058348108,-0.290461573890159,-0.838908876016359
-1.07895921749972,-1.01355233683961,-1.02632718929325,2.04363544200691,1.39554470354199,0.698065374408271,0.682495566963674,0.562079872399888,0.180499217841945
-0.278615572265712,0.261744947079205,1.52329819743367,-0.47262028886938,0.98438548290723,0.574741254280343,0.0622618213675761,-0.759853425870904,0.521360732510186
-0.656523944363918,0.707780142002388,1.94626712970248,-0.296780282998984,-1.17287910150272,0.871704100147386,-0.554459293933699,0.50976876847254,-1.2487254652713
-0.247553328296601,-0.279267890373774,-0.598962423734644,-0.36336711211543,1.84611516136483,0.575473708746837,0.758328271539755,0.735751329812376,2.19503417412356
0.48346731555586,-1.20506036354712,-0.600143275192958,-0.507290034683483,-0.454821648941828,-1.83834557559158,0.462618386934156,1.59619627164131,-0.302035462401819
0.337255761288269,0.0428987723953666,0.726520012366662,-0.597677473755779,-1.76371650102723,-2.67217872613799,-0.610521379379414,-0.86499968396972,-0.419925173679012
